,Category 0,Category 1,Category 2,Category 3,Latitude,Location,Longitude,Name,Out of Business,Price,Rating,Review Count
3011,Mexican,,,,44.1072450946384,"Rapid City, SD",-103.20357775876,Guadalajara Mexican Restaurant,False,$$,3.0,31
3012,Bakeries,Sandwiches,Breakfast & Brunch,,44.083622392294,"Rapid City, SD",-103.229317293254,Great Harvest Bread,False,$,4.5,31
3013,Chinese,Thai,Asian Fusion,,44.0878049535153,"Rapid City, SD",-103.199632806921,Imperial Chinese Restaurant,False,$$,3.5,31
3014,Barbeque,American (Traditional),Southern,,44.1000299,"Rapid City, SD",-103.22273,Dickey's Barbecue Pit,False,$$,4.0,20
3015,Steakhouses,,,,44.1051483,"Rapid City, SD",-103.2004623,Outback Steakhouse,False,$$,3.5,50
3016,Mexican,,,,44.08299,"Rapid City, SD",-103.22691,La Costa Mexican Restaurant,False,$,3.5,17
3017,American (Traditional),,,,44.09084927259,"Rapid City, SD",-103.201404718136,Morningside Cafe,False,$,4.0,20
3018,Chinese,,,,44.087303,"Rapid City, SD",-103.206695,Great Wall Chinese Restaurant,False,$$,3.0,49
3019,Japanese,,,,44.08396,"Rapid City, SD",-103.23701,Ichiban,False,$$,3.0,39
3020,American (Traditional),Sports Bars,Chicken Wings,,44.0795791894197,"Rapid City, SD",-103.252110779285,Buffalo Wild Wings,False,$$,2.5,34
3021,Pubs,Pizza,,,44.07801,"Rapid City, SD",-103.2509,Kelly's Sports Lounge,False,$,4.0,17
3022,Seafood,American (Traditional),,,44.1029297494928,"Rapid City, SD",-103.20955814107,Red Lobster,False,$$,4.0,17
3023,Sandwiches,Food Trucks,,,44.107369,"Rapid City, SD",-103.214586,The Sandwich Shop,False,$,4.5,8
3024,French,,,,32.8501283339466,"Dallas, TX",-96.8201696447052,rise n°1,False,$$,4.5,1168
3025,American (Traditional),Bars,Seafood,,32.8514422143352,"Dallas, TX",-96.8116955048394,Hudson House,False,$$,4.0,186
3026,Southern,American (New),Sandwiches,,32.82064248039,"Dallas, TX",-96.784746955887,The Porch,False,$$,4.0,1253
3027,Italian,Steakhouses,Seafood,,32.8359743,"Dallas, TX",-96.8065249,Fachini,False,$$,4.0,56
3028,American (Traditional),Bars,,,32.835492,"Dallas, TX",-96.806765,The Honor Bar,False,$$,4.0,123
3029,American (New),Breakfast & Brunch,Sports Bars,,32.82095,"Dallas, TX",-96.78556,Smithy,False,$$,4.5,208
3030,Chicken Shop,,,,32.8100750190707,"Dallas, TX",-96.8103479951717,Streets Fine Chicken,False,$$,4.5,486
3031,American (New),,,,32.8138516520667,"Dallas, TX",-96.7779396392554,Gemma,False,$$$,4.5,417
3032,Bars,American (New),,,32.8368102,"Dallas, TX",-96.7774467,The People's Last Stand,False,$$,4.0,320
3033,American (New),Burgers,Sushi Bars,,32.863065,"Dallas, TX",-96.802789,R+D Kitchen,False,$$,4.0,444
3034,American (New),Vegetarian,Vegan,,32.8640917116731,"Dallas, TX",-96.8034232883606,True Food Kitchen,False,$$,4.0,604
3035,Burgers,Beer Bar,Cocktail Bars,,32.8634651,"Dallas, TX",-96.8072497,Hopdoddy Burger Bar,False,$$,4.0,1161
3036,Italian,Pizza,Bars,,32.86495,"Dallas, TX",-96.80474,CRUDO Italian,False,$$,4.0,81
3037,Steakhouses,,,,32.8360950039967,"Dallas, TX",-96.7781309398497,Knife,False,$$$,4.0,492
3038,American (New),,,,32.851417,"Dallas, TX",-96.824035,Neighborhood Services,False,$$$,4.0,383
3039,Ramen,,,,32.81518,"Dallas, TX",-96.82769,Ichiro Ramen Shop,False,$$,4.0,367
3040,Italian,,,,32.8209289,"Dallas, TX",-96.8152897,Nonna Restaurant,False,$$$,4.0,264
3041,Food Stands,Cheesesteaks,,,32.814262,"Dallas, TX",-96.771146,Truck Yard,False,$$,4.0,911
3042,Seafood,Seafood Markets,,,32.850965,"Dallas, TX",-96.822204,Lovers Seafood And Market,False,$$,4.0,106
3043,Pizza,Italian,Cocktail Bars,,32.81788,"Dallas, TX",-96.78153,Pie Tap Pizza Workshop + Bar,False,$$,4.5,321
3044,American (New),Steakhouses,,,32.863086142812,"Dallas, TX",-96.80372640714,Hillstone Restaurant,False,$$$,4.0,442
3045,American (New),Wine Bars,Seafood,,32.8668085247836,"Dallas, TX",-96.773491889499,Seasons 52,False,$$,4.0,357
3046,Pizza,,,,32.8360354,"Dallas, TX",-96.8067158,Perfect Union Pizza,False,$$,4.0,58
3047,Sandwiches,,,,32.8368102,"Dallas, TX",-96.7774467,Dallas Grilled Cheese Co,False,$$,4.0,155
3048,Mediterranean,Wine Bars,,,32.821464,"Dallas, TX",-96.802002,Sachet,False,$$$,4.5,128
3049,Cafes,Gluten-Free,Vegetarian,,32.850692,"Dallas, TX",-96.819813,Flower Child,False,$$,4.5,454
3050,Laotian,Thai,Coffee & Tea,,32.82559,"Dallas, TX",-96.82099,Sabaidee Lao & Thai Street Food,False,$$,4.0,366
3051,Thai,Salad,Chicken Wings,,32.82366,"Dallas, TX",-96.7868122,Ka Thai,False,$$,4.5,124
3052,Burgers,,,,32.81524,"Dallas, TX",-96.82703,Maple and Motor,False,$,4.0,1320
3053,Seafood,Sports Bars,American (Traditional),,32.81487,"Dallas, TX",-96.77808,Shell Shack,False,$$,4.0,637
3054,Barbeque,Hawaiian,,,32.8288993849282,"Dallas, TX",-96.8246403828034,Aloha Hawaiian Barbecue,False,$,4.0,400
3055,Bars,American (Traditional),Breakfast & Brunch,,32.82664,"Dallas, TX",-96.78515,Chelsea Corner,False,$$,4.0,219
3056,Seafood,Steakhouses,American (Traditional),,32.8352778375975,"Dallas, TX",-96.806412236548,Cafe Pacific,False,$$$,4.0,162
3057,Wine Bars,Italian,American (New),,32.8199272,"Dallas, TX",-96.8022461,Carbone's,False,$$,4.0,199
3058,American (New),Steakhouses,Seafood,,32.8147826469774,"Dallas, TX",-96.8018831333376,Paul Martin's American Grill,False,$$,4.0,361
3059,Italian,Pizza,,,32.8110667190261,"Dallas, TX",-96.8111293398611,Italia Express,False,$,4.5,437
3060,Seafood,,,,32.86327,"Dallas, TX",-96.80634,Montlake Cut,False,$$$,4.0,133
3061,Lounges,Sushi Bars,Mediterranean,,32.8358851,"Dallas, TX",-96.8056808,Lounge 31,False,$$$,4.5,60
3062,Mexican,Tex-Mex,Cocktail Bars,,32.850685,"Dallas, TX",-96.82078,Mesero - Inwood Village,False,$$,4.0,172
3063,American (Traditional),,,,32.862628,"Dallas, TX",-96.804733,Sevy's Grill,False,$$$,4.0,116
3064,French,Breakfast & Brunch,,,32.824102128296,"Dallas, TX",-96.79085333429,Toulouse Café and Bar,False,$$,4.0,622
3065,American (New),Seafood,Steakhouses,,32.8215843144473,"Dallas, TX",-96.788459004248,Abacus,False,$$$$,4.0,545
3066,Italian,Wine Bars,Desserts,,32.8501549118221,"Dallas, TX",-96.8198637664318,Adelmo's Ristorante,False,$$,4.0,52
3067,American (Traditional),Burgers,Beer Bar,,32.8145167121383,"Dallas, TX",-96.8015654429569,Haystack Burgers & Barley,False,$$,4.5,153
3068,Greek,Mediterranean,,,32.822299968568,"Dallas, TX",-96.790719858157,Ziziki's,False,$$,4.0,318
3069,Steakhouses,Seafood,,,44.469717540844,"South Burlington, VT",-73.179331582001,Windjammer Restaurant,False,$$,4.0,245
3070,Steakhouses,Gastropubs,American (New),,44.4634344049819,"South Burlington, VT",-73.1594025049984,Guild Tavern,False,$$$,4.0,148
3071,Pizza,Salad,Sandwiches,,44.46326,"South Burlington, VT",-73.1572599,Barnyard Wood Crafted Pizza,False,$$,4.0,106
3072,Indian,Himalayan/Nepalese,,,44.46815,"South Burlington, VT",-73.17556,Everest Indian-Nepali Restaurant,False,$$,4.0,58
3073,Diners,,,,44.464,"South Burlington, VT",-73.15702,Parkway Diner,False,$,4.5,117
3074,Japanese,Sushi Bars,Asian Fusion,,44.46505,"South Burlington, VT",-73.17965,Hana Japanese Restaurant,False,$$,4.0,117
3075,Diners,Burgers,Hot Dogs,,44.46703,"South Burlington, VT",-73.17413,Al's French Frys,False,$,3.5,257
3076,Italian,,,,44.46746,"South Burlington, VT",-73.18033,Pulcinella's,False,$$,3.5,57
3077,Pizza,,,,44.46871,"South Burlington, VT",-73.17755,Leonardo's Pizza,False,$$,4.0,69
3078,American (New),Sports Bars,Seafood,,44.46657,"South Burlington, VT",-73.17045,The Rotisserie,False,$$,3.0,63
3079,British,Fish & Chips,Sandwiches,,44.45501,"South Burlington, VT",-73.2078,Union Jacks,False,$,4.5,105
3080,Chinese,,,,44.4616,"South Burlington, VT",-73.14984,Hong Kong Kitchen,False,$,4.0,18
3081,American (Traditional),Sports Bars,,,44.46128,"South Burlington, VT",-73.15002,The Pour House,False,$$,3.0,37
3082,Bagels,Coffee & Tea,Breakfast & Brunch,,44.4683876,"South Burlington, VT",-73.1777267,The Bagel Place,False,$,4.5,140
3083,Vietnamese,Cajun/Creole,Seafood,,44.45501,"South Burlington, VT",-73.2078,M-Saigon,False,$,3.5,67
3084,Delis,,,,44.4690092,"South Burlington, VT",-73.1569765,Aviation Deli,False,$,5.0,11
3085,Coffee & Tea,Juice Bars & Smoothies,Salad,,44.46505,"South Burlington, VT",-73.17965,Eco Bean + Greens,False,$,4.0,25
3086,Tex-Mex,Mexican,Vegetarian,,44.4652306049741,"South Burlington, VT",-73.1804086105896,Bueno Y Sano,False,$,2.5,40
3087,Barbeque,Burgers,Chicken Wings,,44.46871,"South Burlington, VT",-73.17755,Chicken Charlie's,False,$$,3.5,87
3088,Sandwiches,Breakfast & Brunch,Fast Food,,44.464897138228,"South Burlington, VT",-73.1793998926878,Dave's Cosmic Subs,False,$$,4.0,28
3089,Chinese,,,,44.46895,"South Burlington, VT",-73.17533,Silver Palace,False,$$,3.0,35
3090,Chicken Wings,,,,44.46505,"South Burlington, VT",-73.17965,Wings Over Burlington,False,$$,3.0,49
3091,Pizza,Italian,Sandwiches,,44.458805,"South Burlington, VT",-73.179374,Uncle Tony's Pizza,False,$$,3.5,40
3092,Steakhouses,,,,44.46505,"South Burlington, VT",-73.17965,Outback Steakhouse,False,$$,3.0,62
3093,Breakfast & Brunch,American (Traditional),Creperies,,44.4681953046308,"South Burlington, VT",-73.1541275317748,The Skinny Pancake,False,$$,3.5,144
3094,American (Traditional),,,,44.47032,"South Burlington, VT",-73.18085,Harpers Restaurant And Lounge,False,$$,2.5,8
3095,Buffets,Chinese,,,44.46698,"South Burlington, VT",-73.17195,Tian Fu Buffet,False,$$,3.0,16
3096,American (Traditional),Lounges,Breakfast & Brunch,,44.4683231537455,"South Burlington, VT",-73.1795551411392,Trader Duke's Restaurant & Lounge,False,$$,2.5,58
3097,Chinese,Soup,,,44.458807,"South Burlington, VT",-73.179373,Lee's Chinese Restaurant,False,$,2.5,32
3098,Japanese,,,,44.4652204195928,"South Burlington, VT",-73.1846240602323,Tokyo Japanese,False,$,3.0,3
3099,Pizza,Italian,,,44.4681,"South Burlington, VT",-73.17444,Zachary's Pizza - South Burlington,False,$$,2.5,32
3100,Pizza,Sandwiches,Chicken Wings,,44.4668067,"South Burlington, VT",-73.1715387,Marco's Pizzeria,False,$,3.0,84
3101,Buffets,,,,44.4717668134041,"South Burlington, VT",-73.1935404485936,Harris Millis Dining,False,$,4.0,5
3102,American (Traditional),Sports Bars,Burgers,,44.464348,"South Burlington, VT",-73.183864,Applebee's Grill + Bar,False,$$,3.0,29
3103,Mexican,Tex-Mex,,,44.4689,"South Burlington, VT",-73.17803,Moe's Southwest Grill,False,$,2.5,75
3104,Cafes,Fruits & Veggies,,,44.47876,"South Burlington, VT",-73.19253,Garden Atrium,False,$,5.0,9
3105,Indian,,,,44.48218,"South Burlington, VT",-73.19243,India House Restaurant,False,$$,2.5,43
3106,Food Trucks,Chinese,,,44.4778830247086,"South Burlington, VT",-73.1992842760574,Lucky Chinese Food Cart,False,$,4.5,3
3107,Fast Food,Burgers,Coffee & Tea,,44.46749,"South Burlington, VT",-73.17562,McDonald's,False,$,3.0,20
3108,Cafes,,,,44.47876,"South Burlington, VT",-73.19253,Harvest Café,False,$,4.0,9
3109,Food Trucks,Chinese,,,44.4788648021807,"South Burlington, VT",-73.1994586196434,May's Dim Sum,False,$,3.5,4
3110,American (New),Pubs,,,44.4756538,"South Burlington, VT",-73.1964161,Brennan's Pub,False,$$,3.0,10
3111,Cantonese,Szechuan,,,44.465228,"South Burlington, VT",-73.184581,Fortune Cookie,False,$,2.0,7
3112,Breakfast & Brunch,American (Traditional),Burgers,,44.46569,"South Burlington, VT",-73.18315,IHOP,False,$$,2.5,37
3113,Japanese,Cafeteria,Indian,,44.4756538,"South Burlington, VT",-73.1964161,The Marketplace,False,$,3.5,2
3114,American (Traditional),,,,36.8427236690082,"Virginia Beach, VA",-76.1146234298266,Hair of the Dog Eatery,False,$$,4.0,735
3115,Filipino,,,,36.84208,"Virginia Beach, VA",-76.0693299,Lumpia & Company,False,$,4.5,127
3116,Barbeque,Seafood,Korean,,36.8112378,"Virginia Beach, VA",-76.0730548,Lynnhaven Korean Restaurant,False,$$,4.0,141
3117,Delis,,,,36.842827,"Virginia Beach, VA",-76.113088,The Route 58 Delicatessen,False,$$,4.5,486
3118,Cantonese,Soup,,,36.80879,"Virginia Beach, VA",-76.0932,GuangDong Taste,False,$$,4.5,121
3119,Mediterranean,,,,36.8437915,"Virginia Beach, VA",-76.0732163,Carthage Mediterranean bistro and buffet,False,$$,4.5,48
3120,Mexican,,,,36.8168028885685,"Virginia Beach, VA",-76.1127119511366,Nico's Tacos,False,$$,4.5,133
3121,Italian,Pizza,,,36.80496,"Virginia Beach, VA",-76.0799399,Nona's Italian Kitchen,False,$,4.5,52
3122,Peruvian,Chicken Shop,,,36.8108963870594,"Virginia Beach, VA",-76.073130348781,El Pico de Oro,False,$,5.0,55
3123,Peruvian,Chicken Shop,,,36.8428237418081,"Virginia Beach, VA",-76.1131802546796,Charcoal Chicken,False,$,4.0,63
3124,Caribbean,,,,36.836865,"Virginia Beach, VA",-76.088944,Degrill Jamaica,False,$,4.5,22
3125,Szechuan,,,,36.8426094055176,"Virginia Beach, VA",-76.113395690918,Chengdu,False,$$,4.0,95
3126,Italian,,,,36.842258,"Virginia Beach, VA",-76.111914,Reginella's Italian Ristorante & Pizzeria,False,$$,4.0,192
3127,Food Trucks,Mexican,Seafood,,36.84308,"Virginia Beach, VA",-76.07137,Bro's Fish Tacos,False,$,4.5,93
3128,Puerto Rican,Dominican,,,36.8374256011831,"Virginia Beach, VA",-76.1166892456152,La Yaroa Tropical Restaurant,False,$$,4.5,57
3129,Breakfast & Brunch,,,,36.8453958386872,"Virginia Beach, VA",-76.0699383732947,First Watch - Lynnhaven,False,$$,3.5,118
3130,Mexican,,,,36.8380119,"Virginia Beach, VA",-76.1165908,Grande Burrito Grill,False,$$,4.5,34
3131,American (Traditional),Seafood,Chicken Wings,,36.84393,"Virginia Beach, VA",-76.07747,Old Beach Tavern,False,$$,3.0,63
3132,Peruvian,,,,36.8198629439427,"Virginia Beach, VA",-76.0728785571588,Cholo's Peruvian Restaurant,False,$$,4.0,66
3133,Mexican,,,,36.8399645068363,"Virginia Beach, VA",-76.0876746122368,El Taco Loco,False,$$,3.5,197
3134,Thai,,,,36.843037,"Virginia Beach, VA",-76.113981,Bangkok Garden,False,$$,4.0,176
3135,Chinese,Asian Fusion,Japanese,,36.8404110279543,"Virginia Beach, VA",-76.0865909233689,Forbidden Palace,False,$$,4.0,82
3136,Caribbean,Dance Clubs,Latin American,,36.821071,"Virginia Beach, VA",-76.1186686,El Rincon Tropical,False,$$,3.5,192
3137,Mediterranean,Greek,,,36.83936,"Virginia Beach, VA",-76.11361,Azar's Mediterranean Cuisine,False,$$,4.5,101
3138,Burgers,Sandwiches,Cheesesteaks,,36.842264,"Virginia Beach, VA",-76.0646323,Iggles Cheesesteaks & Burgers,False,$,4.0,182
3139,Chicken Wings,Sports Bars,American (Traditional),,36.84103,"Virginia Beach, VA",-76.0972199,Wing King,False,$$,3.0,155
3140,American (New),Sports Bars,Breakfast & Brunch,,36.8171,"Virginia Beach, VA",-76.070151,Maggie McFly's,False,$$,3.5,378
3141,Seafood,,,,36.8209551682729,"Virginia Beach, VA",-76.1190638000948,Fat Fish,False,$,3.5,26
3142,Seafood,Caribbean,,,36.8125109370828,"Virginia Beach, VA",-76.0724154487252,Montego Island Grill,False,$$,4.0,89
3143,Seafood,American (New),Cocktail Bars,,36.8403343978815,"Virginia Beach, VA",-76.0872383087372,Bonefish Grill,False,$$,3.5,157
3144,American (Traditional),Breakfast & Brunch,Diners,,36.8223155201429,"Virginia Beach, VA",-76.0688344642864,What the Gritz,False,$$,3.5,179
3145,Cafes,Soup,American (Traditional),,36.8281913386538,"Virginia Beach, VA",-76.0701155587801,Robin's Nest Cafe,False,$,5.0,2
3146,Korean,Salad,Sandwiches,,36.840841728376,"Virginia Beach, VA",-76.0617364866776,Cafe Maru,False,$,5.0,13
3147,Sushi Bars,,,,36.82116,"Virginia Beach, VA",-76.06756,Yama,False,$$,4.0,60
3148,Mexican,Bars,,,36.8169703,"Virginia Beach, VA",-76.0738392,Las Palmas 2,False,$$,4.0,59
3149,Noodles,Salad,Soup,,36.82168,"Virginia Beach, VA",-76.067804,Noodles & Company,False,$,3.5,94
3150,Italian,Seafood,,,36.8174743652344,"Virginia Beach, VA",-76.0675888061523,Carrabba's Italian Grill,False,$$,3.5,107
3151,Mexican,,,,36.8438974714533,"Virginia Beach, VA",-76.0687108878329,Ensenada Mexican Restaurant,False,$,3.5,55
3152,Ramen,Coffee & Tea,,,36.8116691,"Virginia Beach, VA",-76.0710793,Yamachan Ramen and Boba Bola Tea,False,$$,3.0,38
3153,Barbeque,,,,36.812338,"Virginia Beach, VA",-76.071582,Whitner's Barbecue,False,$$,3.5,237
3154,Chinese,,,,36.8404083,"Virginia Beach, VA",-76.1045914,Jade Garden III,False,$,4.0,31
3155,Hot Dogs,Soup,Sandwiches,,36.81316,"Virginia Beach, VA",-76.07322,Ida B'zzz Hot Dogs & Soups,False,$,4.5,20
3156,Chinese,,,,36.809965,"Virginia Beach, VA",-76.094164,Hong Kong House,False,$,4.0,40
3157,Mexican,Desserts,,,36.839094,"Virginia Beach, VA",-76.098292,Mi Casita Mexican Grill,False,$,3.5,89
3158,Pizza,Delis,,,36.81001,"Virginia Beach, VA",-76.09417,All Around Pizza and Deli,False,$,4.0,37
3159,Chinese,,,,33.8096277,"Long Beach, CA",-118.1337947,Yang Chow 2.0,False,$$,4.0,62
3160,Ramen,Noodles,,,33.8316151,"Long Beach, CA",-118.1846849,HiroNori Craft Ramen,False,$$,4.5,821
3161,Southern,Chicken Shop,Comfort Food,,33.8040256,"Long Beach, CA",-118.189095,Gus's World Famous Fried Chicken,False,$$,4.0,500
3162,Tacos,Seafood,Tapas/Small Plates,,33.829932,"Long Beach, CA",-118.1497465,Amorcito,False,$$,4.0,40
3163,German,Beer Gardens,,,33.8312846378197,"Long Beach, CA",-118.184828977639,Rasselbock Kitchen & Beer Garden,False,$$,4.0,323
3164,Thai,,,,33.7950328159575,"Long Beach, CA",-118.189748073404,Elephant Thai Kitchen,False,$,4.5,679
3165,Sushi Bars,Japanese,,,33.8038673400879,"Long Beach, CA",-118.143409729004,Aburi Sushi,False,$$,4.5,1458
3166,Seafood,Fish & Chips,,,33.7819794799997,"Long Beach, CA",-118.152745775878,Long Beach Fish Grill,False,$$,4.5,901
3167,Korean,Gastropubs,Asian Fusion,,33.7744423002005,"Long Beach, CA",-118.18510428071,Sura Korean BBQ & Tofu House,False,$$,4.0,1042
3168,Japanese,Sushi Bars,,,33.7749531054356,"Long Beach, CA",-118.152578492776,39 Degrees,False,$$,4.5,1741
3169,American (Traditional),Greek,Desserts,,33.7924844650357,"Long Beach, CA",-118.138438766924,The Marketplace Grill Cafe,False,$$,4.0,945
3170,Thai,Laotian,,,33.77922,"Long Beach, CA",-118.16716,Tasty Food To Go,False,$,5.0,461
3171,Bars,American (New),Seafood,,33.80425,"Long Beach, CA",-118.14157,VUE Bar & Restaurant,False,$$,4.0,115
3172,Cambodian,Noodles,,,33.78789,"Long Beach, CA",-118.16745,Phnom Penh Noodle Shack,False,$,4.5,828
3173,Asian Fusion,,,,33.8301926,"Long Beach, CA",-118.1452704,Bite Mi,False,$$,4.0,50
3174,Mexican,Bars,,,33.7829,"Long Beach, CA",-118.15406,Los Compadres,False,$$,4.0,1516
3175,Cajun/Creole,Southern,Seafood,,33.777911249268,"Long Beach, CA",-118.189136086509,Crazy Creole Cafe,False,$$,4.5,655
3176,Cambodian,Vietnamese,Noodles,,33.7866134,"Long Beach, CA",-118.1380857,Cyclo Noodles,False,$,4.0,1099
3177,Hawaiian,Poke,Filipino,,33.8312273399072,"Long Beach, CA",-118.164508248116,Poke & More,False,$,4.5,647
3178,Coffee & Tea,Breweries,Ramen,,33.82642,"Long Beach, CA",-118.189,SteelCraft Long Beach,False,$$,4.0,582
3179,Thai,,,,33.7827263067209,"Long Beach, CA",-118.155395798385,Long Beach Thai Restaurant,False,$,4.0,1077
3180,Japanese,Sushi Bars,,,33.8036699,"Long Beach, CA",-118.13441,Awesome Sushi,False,$$,4.5,1144
3181,Mediterranean,Salad,Wraps,,33.8215086,"Long Beach, CA",-118.1892151,The Green Olive,False,$$,4.0,314
3182,Middle Eastern,Halal,,,33.7912121415138,"Long Beach, CA",-118.138824775815,The Halal Guys,False,$,3.5,997
3183,Mexican,,,,33.8097493116459,"Long Beach, CA",-118.133907338688,Baja Sonora Mexican Restaurant,False,$,4.0,697
3184,Mediterranean,Wine Bars,Beer Bar,,33.82684,"Long Beach, CA",-118.1859,Taboon Mediterranean,False,$$,4.5,21
3185,Poke,Ramen,,,33.82917,"Long Beach, CA",-118.18464,Ramen Hub & Poke,False,$,4.0,338
3186,Seafood,Mexican,,,33.832508,"Long Beach, CA",-118.140373,Playas Ceviche & Tortas,False,$,4.5,174
3187,Thai,,,,33.78237,"Long Beach, CA",-118.14735,Moo Pa,False,$$,4.5,82
3188,American (Traditional),Sports Bars,Burgers,,33.7827065854219,"Long Beach, CA",-118.144041562182,Roundin' 3rd,False,$$,4.5,254
3189,Seafood,Fish & Chips,Tacos,,33.82831,"Long Beach, CA",-118.14307,California Fish Grill,False,$$,3.5,504
3190,Mexican,,,,33.77551,"Long Beach, CA",-118.15765,Rivera's,False,$,4.5,451
3191,Vietnamese,Coffee & Tea,Thai,,33.7924060522125,"Long Beach, CA",-118.142184119077,Hiccups,False,$,3.5,1576
3192,Pizza,American (New),Breakfast & Brunch,,33.82127,"Long Beach, CA",-118.189026,The Pan,False,$$,4.0,1173
3193,Asian Fusion,,,,33.8300068,"Long Beach, CA",-118.1428149,Yellow Fever,False,$$,3.0,158
3194,Burgers,American (New),,,33.82642,"Long Beach, CA",-118.189,Pig Pen Delicacy,False,$$,4.0,450
3195,Delis,Sandwiches,Italian,,33.8078239775002,"Long Beach, CA",-118.162376917899,Rocco's Deli Italiano,False,$,4.5,530
3196,Seafood,Poke,Hawaiian,,33.7923017625595,"Long Beach, CA",-118.14193610756,Ahipoki,False,$$,4.0,246
3197,Seafood,,,,33.804164,"Long Beach, CA",-118.1674251,Fish-O-Licious,False,$$,4.0,308
3198,Cambodian,Vietnamese,Thai,,33.7825856,"Long Beach, CA",-118.1656506,Monorom Cambodian Restaurant,False,$,4.0,355
3199,Music Venues,Seafood,Steakhouses,,33.8202651,"Long Beach, CA",-118.189088,Phil Trani's,False,$$,3.5,215
3200,American (Traditional),Burgers,,,33.8283081054688,"Long Beach, CA",-118.143074035645,The Habit Burger Grill,False,$,4.0,385
3201,Burgers,,,,33.8183202559896,"Long Beach, CA",-118.184836704156,Dave's Burgers,False,$,4.5,380
3202,Mexican,,,,33.8275108,"Long Beach, CA",-118.1854324,La Casita Rivera,False,$$,4.0,389
3203,Chicken Wings,Burgers,Seafood,,33.7791349,"Long Beach, CA",-118.1770126,Cali Shrimp And Wingz House,False,$,4.0,199
3204,Sandwiches,Barbeque,Delis,,33.78888,"Long Beach, CA",-118.13358,Beach City Deli & BBQ,False,$,4.5,221
3205,Pizza,American (Traditional),Beer Bar,,61.1905345745827,"Anchorage, AK",-149.86878140741,Moose's Tooth,False,$$,4.5,1905
3206,Italian,Seafood,Mediterranean,,61.18846,"Anchorage, AK",-149.8945699,CampoBello Bistro,False,$$,4.5,91
3207,Ramen,,,,61.1985244750977,"Anchorage, AK",-149.881774902344,Ramen House,False,$$,4.5,101
3208,Bars,American (Traditional),Pizza,,61.18028,"Anchorage, AK",-149.85395,Bread and Brew Alaska,False,$$,4.0,160
3209,Mexican,,,,61.18137,"Anchorage, AK",-149.86848,El Dorado,False,$$,4.5,113
3210,American (New),,,,61.1882,"Anchorage, AK",-149.89704,Jens' Restaurant,False,$$$,4.5,133
3211,American (New),Bars,Venues & Event Spaces,,61.191142,"Anchorage, AK",-149.8683002,Kinley's Restaurant & Bar,False,$$$,4.0,160
3212,Chinese,Sushi Bars,,,61.1801474544064,"Anchorage, AK",-149.893421530724,Jimmy's Sushi,False,$$,4.5,58
3213,American (Traditional),Sports Bars,Brewpubs,,61.19479,"Anchorage, AK",-149.88836,Matanuska Brewing Anchorage,False,$$,4.0,97
3214,Burgers,,,,61.1726608276367,"Anchorage, AK",-149.86897277832,Arctic Roadrunner,False,$,4.0,146
3215,Sushi Bars,Japanese,,,61.18973,"Anchorage, AK",-149.8702,Sushi & Sushi,False,$$,4.0,321
3216,American (Traditional),Sports Bars,,,61.19121,"Anchorage, AK",-149.87764,Table  6,False,$$,3.5,176
3217,Italian,,,,61.1975555419922,"Anchorage, AK",-149.870803833008,Sorrento's Restaurant,False,$$,4.0,106
3218,Korean,Asian Fusion,,,61.1742852,"Anchorage, AK",-149.8968746,Tofu House,False,$$,4.0,108
3219,Korean,Asian Fusion,,,61.198819,"Anchorage, AK",-149.891205,Won Jo Tofu House,False,$$,4.5,52
3220,Steakhouses,Sports Bars,American (Traditional),,61.1803245544434,"Anchorage, AK",-149.887954711914,Cattle Company Steakhouse,False,$$,3.0,126
3221,American (Traditional),Bars,,,61.172889897408,"Anchorage, AK",-149.867386474813,Peanut Farm,False,$$,3.0,191
3222,Thai,,,,61.1876712057149,"Anchorage, AK",-149.89724971354,Thai Delight Restaurant,False,$$,4.0,102
3223,Bakeries,Dim Sum,Soup,,61.19602,"Anchorage, AK",-149.88634,Charlie's Bakery,False,$$,4.0,210
3224,Desserts,Macarons,Salad,,61.188123403908,"Anchorage, AK",-149.896674167216,Sweet Caribou,False,$$,5.0,56
3225,Gluten-Free,Food Trucks,,,61.1861433,"Anchorage, AK",-149.9158191,Out Of The Box,False,$,4.5,76
3226,Tapas/Small Plates,Bars,Italian,,61.1927446877512,"Anchorage, AK",-149.871280901134,Territory,False,$$,4.0,4
3227,Mexican,,,,61.1955753109894,"Anchorage, AK",-149.880023123542,Serrano's Mexican Grill,False,$$,4.0,194
3228,Vietnamese,Salad,Chicken Wings,,61.18051,"Anchorage, AK",-149.85513,Pho Bowl,False,$$,4.0,41
3229,American (Traditional),,,,61.180103302002,"Anchorage, AK",-149.885162353516,TGI Fridays,False,$$,3.0,77
3230,Vietnamese,Thai,Seafood,,61.19767,"Anchorage, AK",-149.87205,Pho Vietnam 8,False,$$,4.5,41
3231,Tacos,American (Traditional),Gastropubs,,61.14791,"Anchorage, AK",-149.86295,907 Alehouse & Grill,False,$$,3.5,82
3232,Pizza,Desserts,Italian,,61.19818,"Anchorage, AK",-149.8881199,Marco T's Pizzeria,False,$$,4.0,78
3233,Diners,,,,61.19946,"Anchorage, AK",-149.88675,Kriner's Diner,False,$$,4.0,145
3234,Greek,,,,61.19582,"Anchorage, AK",-149.89005,Zorba's Gyros,False,$,4.5,50
