,Category 0,Category 1,Category 2,Category 3,Latitude,Location,Longitude,Name,Out of Business,Price,Rating,Review Count,Happiness Score
4721,American (Traditional),,,,29.7597414288733,"Houston, TX",-95.3599986477912,Rachels Cafe,False,$,4.5,167,
4722,Bars,Coffee & Tea,Tapas/Small Plates,,29.7736,"Houston, TX",-95.3722,Cafeza,False,$,4.5,267,
4723,Coffee & Tea,Pizza,Cocktail Bars,,29.7467267366316,"Houston, TX",-95.3580480587744,Around the Corner,False,$$,4.5,161,
4724,Ramen,,,,29.742755,"Houston, TX",-95.379845,JINYA Ramen Bar,False,$$,4.5,2612,
4725,Burgers,Bars,,,29.749827,"Houston, TX",-95.356385,Rodeo Goat,False,$$,4.5,373,
4726,Brewpubs,American (New),Beer Gardens,,29.771458,"Houston, TX",-95.34779,Saint Arnold Brewing Company,False,$,4.5,677,
4727,Coffee & Tea,Breakfast & Brunch,American (Traditional),,29.7683727033221,"Houston, TX",-95.3671292048935,Paper Co Cafe,False,$,4.0,291,
4728,Venezuelan,Colombian,Peruvian,,29.75829,"Houston, TX",-95.3464,Andes Cafe,False,$$,4.0,347,
4729,Tacos,Breakfast & Brunch,Sports Bars,,29.7634662971423,"Houston, TX",-95.3606901858526,La Calle Tacos,False,$,4.5,417,
4730,Brasseries,French,Bars,,29.7538691044983,"Houston, TX",-95.3612487998702,Brasserie du Parc,False,$$,4.0,187,
4731,Vietnamese,,,,29.75179,"Houston, TX",-95.35552,Huynh Restaurant,False,$$,4.0,794,
4732,Breakfast & Brunch,American (Traditional),Tapas/Small Plates,,29.7521019589688,"Houston, TX",-95.3747399760931,District 7 Grill,False,$$,4.0,508,
4733,Southern,Chicken Shop,Comfort Food,,29.76753,"Houston, TX",-95.37655,Gus's World Famous Fried Chicken,False,$,4.0,408,
4734,Mexican,,,,29.75787,"Houston, TX",-95.34309,Dona Maria,False,$,4.5,99,
4735,Breakfast & Brunch,Modern European,Wine Bars,,29.788208,"Houston, TX",-95.387982,Mastrantos,False,$$,4.5,50,
4736,Italian,Wine Bars,Tapas/Small Plates,,29.7539178,"Houston, TX",-95.3571966,Grotto Downtown,False,$$,4.0,256,
4737,Mexican,Tex-Mex,Venues & Event Spaces,,29.7575897012463,"Houston, TX",-95.3583053970873,Irma's Southwest,False,$$,4.0,278,
4738,Mexican,,,,29.74513,"Houston, TX",-95.35682,Brothers Taco House,False,$,4.0,325,
4739,Szechuan,Shanghainese,,,29.74769,"Houston, TX",-95.38019,Wanna Bao,False,$$,4.0,305,
4740,Mediterranean,Modern European,French,,29.7551246407975,"Houston, TX",-95.3660582005978,Lucienne,False,$$$,4.0,51,
4741,Burgers,,,,29.760158,"Houston, TX",-95.360458,Hubcap Grill,False,$,4.0,285,
4742,Mexican,Tex-Mex,,,29.7569013,"Houston, TX",-95.3424027,The Original Ninfa's on Navigation,False,$$,4.0,1197,
4743,Food Stands,Cheesesteaks,,,29.75017,"Houston, TX",-95.35589,Truck Yard - Houston,False,$$,4.0,301,
4744,Italian,Pizza,,,29.7574509,"Houston, TX",-95.3579026,Osso & Kristalla,False,$$,4.0,191,
4745,Breakfast & Brunch,,,,29.7670099,"Houston, TX",-95.3561957,Toasters Houston,False,$$,3.5,345,
4746,American (New),Seafood,Dinner Theater,,29.76045,"Houston, TX",-95.36169,Prohibition Theatre,False,$$$,4.0,520,
4747,Italian,Seafood,,,29.7572378866031,"Houston, TX",-95.3574474900742,Potente,False,$$$,4.5,147,
4748,American (New),Bars,,,29.7588183,"Houston, TX",-95.3856405,Provisions,False,$$,4.0,539,
4749,American (New),,,,29.7526501477753,"Houston, TX",-95.3603514211737,The Grove,False,$$,3.5,700,
4750,Barbeque,,,,29.7588636332986,"Houston, TX",-95.3543785428204,Jackson Street BBQ,False,$$,4.0,400,
4751,American (New),Bakeries,Coffee & Tea,,41.884176,"Chicago, IL",-87.6479440725005,Girl & the Goat,False,$$$,4.5,8041,
4752,American (New),Breakfast & Brunch,,,41.91073,"Chicago, IL",-87.67417,etta,False,$$,4.5,258,
4753,Diners,,,,41.8846460590586,"Chicago, IL",-87.6484126982138,Little Goat Diner,False,$$,4.0,4209,
4754,Southern,Tex-Mex,Breakfast & Brunch,,41.909487,"Chicago, IL",-87.677293,Dove's Luncheonette,False,$$,4.0,607,
4755,Southern,Cocktail Bars,Breakfast & Brunch,,41.91032,"Chicago, IL",-87.67186,The Delta,False,$$,4.5,217,
4756,Breakfast & Brunch,Burgers,,,41.8961206,"Chicago, IL",-87.6778316,WHISK,False,$$,4.0,908,
4757,American (New),Breakfast & Brunch,Desserts,,41.927668036295,"Chicago, IL",-87.706845233929,Lula Cafe,False,$$,4.5,1809,
4758,Breakfast & Brunch,,,,41.8909301757812,"Chicago, IL",-87.6721038818359,Breakfast House,False,$$,4.5,365,
4759,Breakfast & Brunch,Middle Eastern,Cocktail Bars,,41.8962675288597,"Chicago, IL",-87.6676179198911,Beatnik,False,$$,4.0,381,
4760,Coffee & Tea,Breakfast & Brunch,Sandwiches,,41.899391,"Chicago, IL",-87.696991,Spinning J,False,$$,4.5,315,
4761,Italian,Desserts,Bars,,41.93166,"Chicago, IL",-87.64859,Sapori Trattoria,False,$$,4.5,2016,
4762,American (New),,,,41.9171,"Chicago, IL",-87.70746,Giant,False,$$$,4.5,369,
4763,Breweries,American (New),Burgers,,41.8962684049794,"Chicago, IL",-87.6713814117853,Forbidden Root,False,$$,4.5,385,
4764,American (Traditional),Chicken Wings,Southern,,41.8959276538074,"Chicago, IL",-87.6895823702216,Split-Rail,False,$$,4.5,133,
4765,Sandwiches,Empanadas,Coffee & Tea,,41.89235,"Chicago, IL",-87.66198,Nini's Deli,False,$,5.0,754,
4766,American (New),Whiskey Bars,,,41.89133,"Chicago, IL",-87.65613,TWO Restaurant,False,$$$,4.5,801,
4767,Southern,Diners,Soul Food,,41.895473,"Chicago, IL",-87.696973,Feed,False,$,4.0,603,
4768,American (New),Breakfast & Brunch,,,41.90841,"Chicago, IL",-87.67492,The Bongo Room,False,$$,4.0,1526,
4769,American (Traditional),Desserts,,,41.91367,"Chicago, IL",-87.67718,Mindy's Hot Chocolate,False,$$,4.0,2321,
4770,Breakfast & Brunch,Latin American,,,41.8963899,"Chicago, IL",-87.66383,Flo,False,$$,4.0,916,
4771,Breakfast & Brunch,,,,41.9315605,"Chicago, IL",-87.6577911,Batter & Berries,False,$$,4.0,2295,
4772,American (Traditional),,,,41.9174315,"Chicago, IL",-87.6486675,Summer House Santa Monica,False,$$,4.0,2054,
4773,Malaysian,Asian Fusion,Desserts,,41.9206132,"Chicago, IL",-87.6933394,Serai,False,$$,4.5,460,
4774,American (New),,,,41.91046167,"Chicago, IL",-87.67903333,Angry Pig Tavern,False,$$,4.5,111,
4775,Asian Fusion,Bars,Breakfast & Brunch,,41.9071254164458,"Chicago, IL",-87.6673834605751,Mott St,False,$$,4.0,662,
4776,Breakfast & Brunch,Burgers,,,41.91909,"Chicago, IL",-87.67794,Toast,False,$$,4.0,584,
4777,Cafes,French,"Beer, Wine & Spirits",,41.89942,"Chicago, IL",-87.6964,Café Marie Jeanne,False,$$,4.0,207,
4778,American (New),Steakhouses,,,41.91582,"Chicago, IL",-87.6699,Mable's Table,False,$$,4.5,228,
4779,Gastropubs,Whiskey Bars,,,41.930156679293,"Chicago, IL",-87.707222394898,Longman & Eagle,False,$$,4.0,2313,
4780,American (New),,,,41.9135158,"Chicago, IL",-87.6480859,Boka,False,$$$,4.5,1296,
4781,American (New),Cocktail Bars,,,41.9173240661621,"Chicago, IL",-87.7071762084961,Scofflaw,False,$$,4.5,711,
4782,Breakfast & Brunch,Salad,Sandwiches,,41.90655,"Chicago, IL",-87.68673,Hash,False,$$,4.0,378,
4783,Chicken Wings,Asian Fusion,,,41.92764,"Chicago, IL",-87.69782,Landbirds,False,$$,4.5,88,
4784,Pasta Shops,American (New),Cocktail Bars,,41.92735,"Chicago, IL",-87.70405,Daisies,False,$$,4.5,176,
4785,Spanish,Tapas Bars,Venues & Event Spaces,,41.918984,"Chicago, IL",-87.648687,Cafe Ba-Ba-Reeba!,False,$$,4.0,3709,
4786,Burgers,American (Traditional),,,41.91282,"Chicago, IL",-87.6815699,Small Cheval,False,$$,4.5,930,
4787,Breakfast & Brunch,American (Traditional),,,41.90047,"Chicago, IL",-87.68663,Bite Café,False,$$,4.0,861,
4788,Southern,Comfort Food,Breakfast & Brunch,,41.91796,"Chicago, IL",-87.67748,Luella's Gospel Bird,False,$$,4.5,52,
4789,Breakfast & Brunch,Cocktail Bars,American (Traditional),,41.910642,"Chicago, IL",-87.678264,Cafe Robey,False,$$,4.0,147,
4790,Chinese,Portuguese,Wine Bars,,41.9319451,"Chicago, IL",-87.7017382,Fat Rice,False,$$,4.0,929,
4791,American (New),Modern European,,,41.9134194160823,"Chicago, IL",-87.6482384681229,Alinea,False,$$$$,4.5,2004,
4792,Breakfast & Brunch,American (Traditional),Filipino,,41.89117,"Chicago, IL",-87.66986,Uncle Mike's Place,False,$$,4.5,595,
4793,Southern,Desserts,Cocktail Bars,,34.017131,"Columbia, SC",-81.039945,The War Mouth,False,$$,4.0,118,
4794,Seafood,,,,34.04127,"Columbia, SC",-80.99467,Mr. Seafood,False,$$,4.5,21,
4795,Bars,Tacos,American (New),,34.00766,"Columbia, SC",-81.03686,Hendrix,False,$$,4.5,13,
4796,Breakfast & Brunch,Diners,,,34.037869,"Columbia, SC",-81.0017528,Ray's Diner,False,$,4.5,72,
4797,Southern,Desserts,Sandwiches,,34.0124161,"Columbia, SC",-81.032385,Spotted Salamander Catering,False,$,4.5,86,
4798,American (New),,,,34.0054805,"Columbia, SC",-81.0352613,Hampton Street Vineyard,False,$$,4.0,67,
4799,Vegan,Vegetarian,Live/Raw Food,,34.0071717128308,"Columbia, SC",-81.0359832780714,Good Life Cafe,False,$$,4.0,211,
4800,Vegan,,,,34.016609,"Columbia, SC",-81.040094,A Peace of Soul Vegan Kitchen,False,$$,4.5,172,
4801,American (Traditional),Seafood,Italian,,34.0139084,"Columbia, SC",-80.9856033,J Peters Grill and Bar- Columbia/ Forest Acres,False,$$,4.0,76,
4802,Barbeque,Southern,,,34.0182209493547,"Columbia, SC",-81.0322899209726,Bone-in Barbeque,False,$$,4.0,32,
4803,Breakfast & Brunch,Cafes,Sandwiches,,34.0069680263674,"Columbia, SC",-81.0353788733482,Sandwich Depot,False,$,4.5,49,
4804,Food Trucks,Barbeque,,,33.9979519185241,"Columbia, SC",-81.0051016023995,City Limits Barbeque,False,$$,5.0,8,
4805,Mediterranean,,,,34.0092163085938,"Columbia, SC",-81.0366592407227,The Epicurean By Al Amir,False,$$,4.0,63,
4806,Imported Food,Caribbean,,,34.0056037902832,"Columbia, SC",-81.0349960327148,Mimie's Delect-A-Bowls,False,$,5.0,5,
4807,Arcades,American (New),Bars,,34.0071182,"Columbia, SC",-81.0363399,The Grand,False,$$,3.5,93,
4808,Food Trucks,German,,,34.0001258850098,"Columbia, SC",-81.0114059448242,The Wurst Wagen,False,$,4.5,22,
4809,American (Traditional),,,,34.0127,"Columbia, SC",-81.02705,Mack's Cash Grocery,False,$,4.5,20,
4810,Delis,,,,34.0141685805162,"Columbia, SC",-81.0354014992973,No Name Delicatessen,False,$,4.5,47,
4811,Food Trucks,Hot Dogs,,,34.0001258850098,"Columbia, SC",-81.0114059448242,The Haute Dog Lady,False,$,4.5,7,
4812,Pizza,,,,34.01677,"Columbia, SC",-80.99491,Pizza Joint Forest Acres,False,$$,4.0,103,
4813,Caribbean,,,,34.0112495,"Columbia, SC",-81.0218735,Island Grill,False,$,4.0,27,
4814,Specialty Food,Coffee & Tea,Cafes,,34.025978,"Columbia, SC",-81.042122,Cromer's,False,$,4.5,30,
4815,Steakhouses,Desserts,Salad,,34.005768,"Columbia, SC",-81.034982,Cowboy Brazilian Steakhouse,False,$$$,3.5,108,
4816,Breakfast & Brunch,Cafes,Diners,,34.0072489,"Columbia, SC",-81.036029,Michael's Cafe & Catering,False,$$,3.5,96,
4817,Desserts,Bakeries,Sandwiches,,34.02911,"Columbia, SC",-81.0425873,Main Street Bakery & Gift Shop,False,$,4.5,21,
4818,Burgers,American (Traditional),Chicken Wings,,34.0180817,"Columbia, SC",-80.9940872,Zesto Forest Drive,False,$,4.0,29,
4819,Sandwiches,Southern,Chicken Wings,,34.0063247680664,"Columbia, SC",-81.0352401733398,Drake's Duck In,False,$,3.5,53,
4820,Greek,,,,34.00942,"Columbia, SC",-81.02587,Pitas,False,$,4.0,42,
4821,Greek,,,,34.005541,"Columbia, SC",-81.0337789,Greek Boys,False,$,4.0,44,
4822,Bars,Caribbean,,,34.0306667,"Columbia, SC",-80.9976362,Taste of Jamaica Cafe and Lounge,False,$$,3.5,19,
4823,Pizza,American (New),,,34.00653,"Columbia, SC",-81.03545,Main Street Public House,False,$$,3.5,91,
4824,Coffee Roasteries,Coffee & Tea,Cafes,,34.0167505533737,"Columbia, SC",-81.0385465665474,Indah Coffee,False,$$,4.5,44,
4825,Burgers,American (Traditional),,,34.0161285,"Columbia, SC",-81.0037308,The Mouse Trap,False,$,3.0,16,
4826,Seafood,Chicken Wings,Southern,,34.0135029725298,"Columbia, SC",-81.0105997737709,Nick's Gyro's & Seafood,False,$,3.5,17,
4827,Sandwiches,Burgers,,,34.039125119542,"Columbia, SC",-81.0408659137862,Zesto Angelo's,False,$,4.5,8,
4828,Food Trucks,Waffles,,,34.1156043,"Columbia, SC",-81.0533854,The Belgian Waffle Truck,False,$,4.0,14,
4829,Chinese,,,,34.0175,"Columbia, SC",-81.02454,Express China,False,$,3.0,35,
4830,Italian,Pizza,,,34.008438,"Columbia, SC",-81.035957,Villa Tronco Italian Restaurant,False,$$,3.0,99,
4831,American (New),,,,34.0214208,"Columbia, SC",-81.0140038,Anthony's Dairy Bar,False,$,5.0,4,
4832,Sushi Bars,Chinese,Asian Fusion,,34.0168686,"Columbia, SC",-80.9942932,Miyo's,False,$$,3.5,57,
4833,Chinese,,,,34.01312,"Columbia, SC",-81.01511,China Kitchen,False,$,3.5,17,
4834,Food Trucks,Pizza,,,33.9039707,"Columbia, SC",-81.0612088,The Wolf Pizza,False,$,4.5,7,
4835,Chinese,,,,34.00752,"Columbia, SC",-81.012838,China Hut II,False,$,4.5,9,
4836,Mexican,,,,34.014442,"Columbia, SC",-80.986602,Casa Linda - Forest Acres,False,$,3.0,54,
4837,Southern,Soul Food,,,34.01124,"Columbia, SC",-81.044091,Lizard's Thicket,False,$,3.5,33,
4838,Breakfast & Brunch,Diners,American (New),,36.063831325467,"Greensboro, NC",-79.8333780840039,Scrambled Southern Diner,False,$$,4.5,523,
4839,Southern,Cocktail Bars,Whiskey Bars,,36.0632499,"Greensboro, NC",-79.82356,913 Whiskey Bar & Southern Kitchen,False,$$,4.5,174,
4840,Bars,American (New),,,36.0638475172135,"Greensboro, NC",-79.8231614490726,Freeman's Grub & Pub,False,$$,4.5,285,
4841,Burgers,Beer Bar,American (New),,36.0638666,"Greensboro, NC",-79.8337709,Hops Burger Bar,False,$$,4.5,985,
4842,Gastropubs,Burgers,American (Traditional),,36.0638963712881,"Greensboro, NC",-79.834263548255,Bites and Pints Gastro Pub,False,$$,4.5,162,
4843,American (New),,,,36.090736,"Greensboro, NC",-79.814605,Lucky 32 Southern Kitchen,False,$$,4.0,397,
4844,Mexican,,,,36.0747094,"Greensboro, NC",-79.8142531883606,Bandito Bodega,False,$$,4.5,146,
4845,Modern European,Mediterranean,Greek,,36.0860551893711,"Greensboro, NC",-79.8277638852596,Green Valley Grill,False,$$$,4.5,317,
4846,Vietnamese,,,,36.06678,"Greensboro, NC",-79.86771,Pho Hien Vuong,False,$$,4.5,462,
4847,American (Traditional),Burgers,Sandwiches,,36.06861,"Greensboro, NC",-79.82834,Lindley Park Filling Station,False,$$,4.0,195,
4848,American (New),,,,36.06859,"Greensboro, NC",-79.82785,Fishbones,False,$$,4.0,161,
4849,Seafood,,,,36.07599,"Greensboro, NC",-79.81522,1618 Seafood Grill,False,$$$,4.5,177,
4850,American (New),French,,,36.08905,"Greensboro, NC",-79.82147,Print Works Bistro,False,$$$,4.5,377,
4851,Pizza,,,,36.06901,"Greensboro, NC",-79.82833,Sticks & Stones Clay Oven Pizza,False,$$,4.0,337,
4852,Mexican,,,,36.06815,"Greensboro, NC",-79.8685,El Camino Real,False,$,4.5,279,
4853,Italian,,,,36.089572,"Greensboro, NC",-79.812973,Osteria Italian Restaurant,False,$$,4.0,131,
4854,Bakeries,Mediterranean,,,36.06907,"Greensboro, NC",-79.85825,Nazareth Bread,False,$,4.5,164,
4855,Thai,,,,36.056481,"Greensboro, NC",-79.841173,Bangkok Cafe,False,$$,4.5,113,
4856,American (Traditional),Bars,,,36.0656710014036,"Greensboro, NC",-79.8106640605413,Old Town Draught House Grill,False,$,4.0,74,
4857,Burgers,Sandwiches,Beer Bar,,36.09565,"Greensboro, NC",-79.81593,Hops Burger Bar,False,$$,4.5,234,
4858,American (Traditional),Breakfast & Brunch,,,36.06895,"Greensboro, NC",-79.82863,Emma Key's Flat-Top Grill,False,$,3.5,230,
4859,Italian,Pasta Shops,Seafood,,36.09223,"Greensboro, NC",-79.81344,Pastabilities,False,$$,4.0,86,
4860,Brazilian,Wine Bars,Steakhouses,,36.0719688,"Greensboro, NC",-79.8478462,Leblon Brazilian Steakhouse,False,$$$,4.0,129,
4861,Japanese,,,,36.08597,"Greensboro, NC",-79.83222,Hibachi Fusion,False,$,4.5,25,
4862,Wine Bars,Tapas/Small Plates,Cocktail Bars,,36.09206,"Greensboro, NC",-79.8132,1618 Midtown,False,$$,4.5,61,
4863,American (Traditional),Breakfast & Brunch,,,36.07504,"Greensboro, NC",-79.81509,Mad Hatter,False,$$,4.0,12,
4864,Thai,,,,36.05395,"Greensboro, NC",-79.8325,Thai Corner Kitchen,False,$$,4.0,118,
4865,Mexican,,,,36.06199,"Greensboro, NC",-79.8428,Kiosco Mexican Grill,False,$,4.0,167,
4866,Caribbean,,,,36.054436,"Greensboro, NC",-79.83242,Da Reggae Cafe,False,$,4.0,97,
4867,American (Traditional),Burgers,Barbeque,,36.0709999383317,"Greensboro, NC",-79.8627448226845,The PorterHouse Burger Company,False,$$,3.5,121,
4868,Mexican,,,,36.09657,"Greensboro, NC",-79.8165099,Taco Mama - Lawndale,False,$,3.5,78,
4869,Greek,,,,36.0697149014803,"Greensboro, NC",-79.8528340881472,Mythos Grill,False,$,4.5,76,
4870,American (Traditional),,,,36.08466,"Greensboro, NC",-79.83211,Harper's Restaurant,False,$$,3.5,109,
4871,Steakhouses,Wine Bars,Seafood,,36.0867967249216,"Greensboro, NC",-79.8399631954249,Fleming's Prime Steakhouse & Wine Bar,False,$$$,4.0,116,
4872,Mediterranean,Greek,Sandwiches,,36.0883735607837,"Greensboro, NC",-79.8394364490738,Zoes Kitchen,False,$,4.0,68,
4873,Desserts,American (New),,,36.08451,"Greensboro, NC",-79.8328,The Cheesecake Factory,False,$$,2.5,227,
4874,Delis,Sandwiches,American (Traditional),,36.0636253356934,"Greensboro, NC",-79.8179931640625,First Carolina Delicatessen,False,$,4.0,82,
4875,Pubs,American (Traditional),,,36.06166,"Greensboro, NC",-79.84368,Fat Dog's Grille & Pub,False,$,3.5,90,
4876,Italian,Pizza,,,36.102619,"Greensboro, NC",-79.8192043,Positano Italian Family Restaurant & Pizzeria,False,$$,4.0,135,
4877,Caterers,Sandwiches,,,36.0954170227051,"Greensboro, NC",-79.8157730102539,Maria's,False,$,5.0,9,
4878,Ethiopian,,,,36.0706339,"Greensboro, NC",-79.8600793,Taste of Ethiopia,False,$$,4.0,87,
4879,Delis,Mediterranean,Sandwiches,,36.064378,"Greensboro, NC",-79.815642,Jack's Corner Mediterranean Deli,False,$,4.0,126,
4880,Sandwiches,Mediterranean,Vegetarian,,36.0552906,"Greensboro, NC",-79.8307799,Ghassan's Fresh Mediterranean Eats,False,$,4.5,36,
4881,Food Trucks,Tacos,,,36.07008,"Greensboro, NC",-79.83385,Bandito Burrito Truck,False,$,4.5,26,
4882,Burgers,,,,36.105109,"Greensboro, NC",-79.826255,BurgerIm,False,$,3.5,60,
4883,Ice Cream & Frozen Yogurt,Hot Dogs,,,36.0655842796939,"Greensboro, NC",-79.8111731184983,Yum Yum Better Ice Cream,False,$,4.0,143,
4884,Pool Halls,Sports Bars,American (Traditional),,36.0638877093991,"Greensboro, NC",-79.8202152711639,Jake's Billiards,False,$,3.5,123,
4885,Cocktail Bars,American (New),,,36.1011376611821,"Greensboro, NC",-79.8189639395896,Southern Lights Bistro,False,$$,3.5,71,
4886,American (New),Seafood,Tapas/Small Plates,,44.095212,"Lewiston, ME",-70.220367,Fish Bones Grill,False,$$,4.0,122,
4887,Italian,Bars,,,44.093676,"Lewiston, ME",-70.218112,DaVinci's Eatery,False,$$,4.0,140,
4888,American (New),Mexican,Vegan,,44.0989461643579,"Lewiston, ME",-70.2166581482926,She Doesn't Like Guthries,False,$$,4.0,78,
4889,Asian Fusion,Sushi Bars,Thai,,44.0980072021484,"Lewiston, ME",-70.2181396484375,Orchid Restaurant and Bar,False,$$,4.5,52,
4890,Thai,,,,44.1001892089844,"Lewiston, ME",-70.2117385864258,Pure Thai Kitchen,False,$$,4.5,48,
4891,Indian,Buffets,,,44.09685,"Lewiston, ME",-70.21713,Mother India,False,$$,4.5,65,
4892,American (Traditional),,,,44.0855320384479,"Lewiston, ME",-70.2064892797638,The Olive Branch Cafe,False,$$,4.5,9,
4893,Mexican,,,,44.0818299,"Lewiston, ME",-70.19745,El Pocho's Mexican Grill,False,$,4.0,17,
4894,American (New),,,,44.0735778808594,"Lewiston, ME",-70.1763458251953,Chick-a-dee of Lewiston,False,$$,3.5,51,
4895,Sports Bars,Seafood,American (Traditional),,44.070649,"Lewiston, ME",-70.1727,Gridiron Restaurant & Sports Pub,False,$$,3.5,34,
4896,Barbeque,Burgers,Steakhouses,,44.08481,"Lewiston, ME",-70.2039099,The Pit,False,$$,3.5,24,
4897,Hot Dogs,,,,44.09424,"Lewiston, ME",-70.21516,Simones' Hot Dog Stand,False,$,4.5,21,
4898,Hot Dogs,Diners,American (Traditional),,44.1022,"Lewiston, ME",-70.17,Val's Drive-In,False,$,4.0,22,
4899,Sushi Bars,Thai,,,44.1026202,"Lewiston, ME",-70.1785059,Bua Thai & Sushi,False,$$,3.5,32,
4900,Japanese,Thai,Chinese,,44.1035315998145,"Lewiston, ME",-70.1772038483309,C & J Buddha,False,$$,4.0,25,
4901,Japanese,Bars,Steakhouses,,44.087242,"Lewiston, ME",-70.20163,Sea40 Japanese Cuisine,False,$$,3.5,58,
4902,Chinese,Buffets,,,44.10357,"Lewiston, ME",-70.1761,Lewiston Mandarin Buffet,False,$,3.5,23,
4903,Bars,American (Traditional),Pool Halls,,44.075599,"Lewiston, ME",-70.203041,Schemengees Bar & Grille,False,$,4.0,3,
4904,Bakeries,Comfort Food,Breakfast & Brunch,,44.0776,"Lewiston, ME",-70.18958,Governor's Restaurant & Bakery,False,$$,3.5,28,
4905,Irish,Mexican,American (Traditional),,44.09811,"Lewiston, ME",-70.21911,Pedro O'Hara's,False,$$,3.0,26,
4906,Pizza,,,,44.1265515698588,"Lewiston, ME",-70.2003806937669,Antigoni's,False,$$,4.0,19,
4907,Italian,Pizza,Salad,,44.099966,"Lewiston, ME",-70.211876,Luiggi's Pizzeria,False,$,4.0,21,
4908,Italian,,,,44.1247673034668,"Lewiston, ME",-70.2002334594727,Marcos Italian Restaurante,False,$$,3.5,20,
4909,American (Traditional),Breakfast & Brunch,,,44.07267,"Lewiston, ME",-70.1758,Fran's Restaurant,False,$,3.5,8,
4910,Chinese,,,,44.120179,"Lewiston, ME",-70.202901,Jade Garden Chinese Restaurant,False,$$,3.5,12,
4911,Salad,Pizza,Sandwiches,,44.1021,"Lewiston, ME",-70.1646899,Greco's Pizzeria,False,$,4.0,5,
4912,Breakfast & Brunch,Cafes,,,44.10335,"Lewiston, ME",-70.17202,Dubois Cafe & Variety,False,$,4.0,7,
4913,Breakfast & Brunch,CSA,Coffee & Tea,,44.267769,"Lewiston, ME",-70.235609,Nezinscot Farm Cafe & Gourmet Food Shop,False,$$,4.5,24,
4914,Cupcakes,Bakeries,Cafes,,44.100384,"Lewiston, ME",-70.212544,The Cupcakery,False,$$,3.5,16,
4915,American (New),Dive Bars,,,44.105357,"Lewiston, ME",-70.201634,Bobcat Den,False,$,4.0,3,
4916,Diners,,,,44.10481,"Lewiston, ME",-70.21145,Pop Shoppe Diner,False,$,3.5,16,
4917,Chinese,,,,44.10071,"Lewiston, ME",-70.19448,South Sea Chinese Restaurant,False,$$,4.0,6,
4918,Pizza,Music Venues,Bars,,44.0724407,"Lewiston, ME",-70.1757702,Fast Breaks,False,$$,4.0,8,
4919,Chinese,,,,44.12627,"Lewiston, ME",-70.20096,Xin's Chinese Restaurant & Dragon Lounge,False,$$,3.5,6,
4920,Mexican,,,,44.10163,"Lewiston, ME",-70.1637,South of the Border  Restaurant,False,$,3.5,7,
4921,Italian,Sandwiches,,,44.0834,"Lewiston, ME",-70.20057,Sam's Italian Sandwich Shoppes,False,$$,3.5,18,
4922,Pizza,Wraps,Sandwiches,,44.0941919,"Lewiston, ME",-70.2202664,Lewiston House of Pizza,False,$,3.0,23,
4923,Italian,,,,44.100475,"Lewiston, ME",-70.215927,Sam's Italian Foods,False,$,4.0,5,
4924,Chinese,,,,44.08563,"Lewiston, ME",-70.20235,Golden City,False,$,3.5,3,
4925,Buffets,Chinese,Japanese,,44.08724,"Lewiston, ME",-70.20163,Hibachi Super Buffet,False,$,2.0,15,
4926,Breakfast & Brunch,American (Traditional),Buffets,,44.07855,"Lewiston, ME",-70.1795099,Fusion Restaurant and Lounge,False,$,2.5,7,
4927,Chinese,,,,44.08301,"Lewiston, ME",-70.20027,Canton Wok,False,$,2.5,5,
4928,Pizza,,,,44.100681,"Lewiston, ME",-70.197463,Angelo's Pizzeria,False,$,4.0,5,
4929,Mexican,,,,27.53198,"Laredo, TX",-99.48477,Las Kekas,False,$,4.5,113,
4930,Mexican,Breakfast & Brunch,,,27.576094,"Laredo, TX",-99.467082,La Finca Bruncheria & Cafe,False,$$,4.0,40,
4931,American (New),Steakhouses,Cocktail Bars,,27.576224,"Laredo, TX",-99.474013,Border Foundry Restaurant & Bar,False,$$$,4.5,76,
4932,American (New),Breakfast & Brunch,Cocktail Bars,,27.566054,"Laredo, TX",-99.473789,Lolitas Bistro,False,$$,4.0,88,
4933,Sandwiches,,,,27.5761,"Laredo, TX",-99.46711,Scratch Sandwich Company,False,$,4.0,109,
4934,Mexican,,,,27.5414390563965,"Laredo, TX",-99.5037841796875,Taco Palenque San Bernardo,False,$,4.0,68,
4935,Mexican,,,,27.55511,"Laredo, TX",-99.47992,Marla Restaurant,False,$,4.0,23,
4936,American (Traditional),Burgers,,,27.5506004877407,"Laredo, TX",-99.4813111361983,Pat's Kitchen,False,$$,3.5,22,
4937,Salvadoran,,,,27.544433,"Laredo, TX",-99.49204,El Sombrero Azul,False,$,5.0,5,
4938,Sushi Bars,,,,27.550443,"Laredo, TX",-99.480873,Zen Seafood & Sushi Grill,False,$$,4.0,20,
4939,Seafood,Mexican,Latin American,,27.545570321346,"Laredo, TX",-99.4851917900782,Callo De Hacha,False,$$,3.5,18,
4940,Steakhouses,Mexican,Bars,,27.5348,"Laredo, TX",-99.50474,Charlie's Corona Bar and Grill,False,$$,4.5,20,
4941,American (New),Juice Bars & Smoothies,Desserts,,27.57224,"Laredo, TX",-99.47314,Ka Cafe,False,$$,4.0,39,
4942,Tacos,,,,27.5755456289861,"Laredo, TX",-99.468732252717,Tacos Kissi,False,$,4.0,23,
4943,Mexican,,,,27.566053,"Laredo, TX",-99.473785,Bolillos Cafe,False,$,4.0,24,
