,Category 0,Category 1,Category 2,Latitude,Location,Longitude,Name,Out of Business,Price,Rating,Review Count,Happiness Score
2643,American (Traditional),Music Venues,Bars,42.75888,"Nashua, NH",-71.45974,Dolly Shakers Bar & Grill,False,$$,2.5,3,
2644,Bars,Seafood,American (Traditional),42.75522,"Nashua, NH",-71.45932,The Grainery,False,$,4.0,6,
2645,Mexican,Bars,,42.7623183041784,"Nashua, NH",-71.4657605732552,Casa Mezcal Mexican Grill,False,$$,3.5,31,
2646,Bars,American (New),Karaoke,42.7576405,"Nashua, NH",-71.4642979,Slade's Food & Spirits,False,$,2.5,7,
2647,Asian Fusion,Sushi Bars,Cocktail Bars,42.7617241,"Nashua, NH",-71.4658846,San Francisco Kitchen,False,$$,3.5,72,
2648,Mexican,Bars,,42.764005,"Nashua, NH",-71.463429,Margaritas Mexican Restaurant,False,$$,3.0,143,
2649,American (Traditional),Pubs,,42.7774,"Nashua, NH",-71.49022,99 Restaurants,False,$$,3.0,46,
2650,Chinese,Lounges,,42.7512169005966,"Nashua, NH",-71.4603743546533,Golden Dragon Chinese Restaurant,False,$$,2.0,50,
2651,Pubs,,,34.711228,"Huntsville, AL",-86.6119714,The Nook,False,$$,4.0,91,
2652,"Beer, Wine & Spirits",Pubs,Wine Bars,34.7335136,"Huntsville, AL",-86.585005,Old Town Beer Exchange,False,$$,4.5,32,
2653,Bars,Music Venues,,34.729513,"Huntsville, AL",-86.584725,The Voodoo Lounge,False,$$,4.0,26,
2654,Pubs,Breweries,American (New),34.7328304506389,"Huntsville, AL",-86.5855115527187,Below the Radar,False,$$,3.5,286,
2655,Music Venues,Pool Halls,Bars,34.7343845,"Huntsville, AL",-86.5927251,SideTracks Music Hall,False,$,5.0,4,
2656,Tobacco Shops,Lounges,,34.7328859726632,"Huntsville, AL",-86.585151181394,SiP,False,$$,4.5,30,
2657,Bars,Arcades,,34.7319,"Huntsville, AL",-86.58625,Pints & Pixels Pub,False,$$,4.0,74,
2658,Bars,Music Venues,,34.7212257385254,"Huntsville, AL",-86.6072311401367,Lone Goose Saloon,False,$,3.0,4,
2659,Dive Bars,Burgers,American (Traditional),34.7482950705908,"Huntsville, AL",-86.5824647301656,Copper Top Bar and Grill,False,$,4.0,12,
2660,Breweries,,,34.721639,"Huntsville, AL",-86.60542,Yellowhammer Brewing,False,$,4.5,56,
2661,Breweries,Venues & Event Spaces,,34.720852,"Huntsville, AL",-86.607087,Straight To Ale Brewing,False,$$,4.0,86,
2662,Bars,American (New),,34.73798,"Huntsville, AL",-86.58646,Furniture Factory Bar & Grill,False,$$,3.0,41,
2663,Breweries,Venues & Event Spaces,,34.7211271325882,"Huntsville, AL",-86.6061128848122,Campus 805,False,$$,4.5,6,
2664,Dive Bars,Karaoke,,34.74094,"Huntsville, AL",-86.59497,Moody Monday's,False,$$,4.0,9,
2665,Pubs,Sports Bars,,34.7312184110413,"Huntsville, AL",-86.5860970326909,Jefferson St. Pub,False,$$,3.5,12,
2666,Tapas Bars,Bars,,34.732804,"Huntsville, AL",-86.587932,Church Street Purveyor,False,$$,4.0,56,
2667,Breweries,,,34.7300605773926,"Huntsville, AL",-86.5839004516602,Green Bus Brewing,False,$,4.5,21,
2668,American (Traditional),Bars,,34.7319203,"Huntsville, AL",-86.5858656,Humphrey's Bar & Grill,False,$$,3.0,140,
2669,Dance Clubs,Gay Bars,Cocktail Bars,34.73794,"Huntsville, AL",-86.60055,Deja Vieux,False,$$,2.5,3,
2670,Irish,Pubs,,34.7335353015384,"Huntsville, AL",-86.633807322237,Maggie Meyers Irish Pub,False,$$,3.0,21,
2671,Breweries,,,34.722526550293,"Huntsville, AL",-86.6037063598633,Salty Nut Brewery,False,$,4.5,14,
2672,American (New),Bars,Comfort Food,34.7265306,"Huntsville, AL",-86.6276545,Toybox Bistro,False,$$,4.5,173,
2673,Irish,Irish Pub,,34.7301012978269,"Huntsville, AL",-86.5859230940777,Keegan's Public House Huntsville,False,$$,2.5,48,
2674,American (New),Music Venues,,34.7373276504952,"Huntsville, AL",-86.5863718753653,AM Booth's Lumberyard,False,$$,3.5,191,
2675,Breweries,,,34.746239,"Huntsville, AL",-86.585254,Mad Malts Brewing,False,$,5.0,4,
2676,Beer Bar,,,34.7218576938263,"Huntsville, AL",-86.6048263013363,Wish You Were Beer,False,$$,3.5,2,
2677,Wine Bars,Tapas/Small Plates,Beer Bar,34.7357025146484,"Huntsville, AL",-86.592414855957,Church Street Wine Shoppe,False,$$,5.0,12,
2678,Cajun/Creole,Bars,Breakfast & Brunch,34.723222540781,"Huntsville, AL",-86.5829217898791,Cajun Steamer Bar & Grill,False,$$,3.5,113,
2679,American (Traditional),Sports Bars,Chicken Wings,34.71537,"Huntsville, AL",-86.59032,Baumhower's Victory Grille,False,$$,3.5,98,
2680,American (Traditional),Southern,Cocktail Bars,34.7300477,"Huntsville, AL",-86.5842865,Commerce Kitchen,False,$$,3.5,167,
2681,Music Venues,Dance Clubs,,34.731128692627,"Huntsville, AL",-86.5854721069336,Sammy T's Music Hall,False,$$,2.0,18,
2682,Sports Bars,Burgers,American (Traditional),34.701824,"Huntsville, AL",-86.587483,Applebee's Grill + Bar,False,$$,2.5,10,
2683,Cajun/Creole,Sandwiches,Jazz & Blues,34.7217254638672,"Huntsville, AL",-86.6268692016602,Tim's Cajun Kitchen,False,$$,3.5,101,
2684,Bars,Tacos,Barbeque,34.712424,"Huntsville, AL",-86.588536,Local Taco,False,$$,3.5,86,
2685,Mexican,Vegetarian,Beer Bar,34.719696,"Huntsville, AL",-86.607711,Bandito Burrito,False,$,4.0,124,
2686,Italian,Pizza,Bars,34.727489,"Huntsville, AL",-86.587233,Pane E Vino Pizzeria,False,$$,3.5,141,
2687,Lounges,Speakeasies,,40.7213017,"Jersey City, NJ",-74.0442601,Miss Wong's,False,$$,4.0,55,
2688,Cocktail Bars,Tiki Bars,Tapas/Small Plates,40.7249692,"Jersey City, NJ",-74.0515195,Cellar 335,False,$$,4.5,425,
2689,Cocktail Bars,Tapas/Small Plates,,40.721315204191,"Jersey City, NJ",-74.045283556493,The Archer,False,$$,4.0,260,
2690,Pubs,,,40.72067,"Jersey City, NJ",-74.08183,New Park Tavern,False,$,4.5,184,
2691,Pubs,Cocktail Bars,,40.7063526,"Jersey City, NJ",-74.0732076,O'Leary's Publik House,False,$,4.5,57,
2692,Pubs,,,40.725399017334,"Jersey City, NJ",-74.0687713623047,McGinley Square Pub,False,$,4.5,60,
2693,Dive Bars,,,40.72294,"Jersey City, NJ",-74.04738,Lucky 7,False,$,4.0,158,
2694,Cocktail Bars,American (Traditional),,40.72138,"Jersey City, NJ",-74.04239,Dullboy,False,$$,4.0,346,
2695,Cocktail Bars,Wine Bars,Tapas/Small Plates,40.72359,"Jersey City, NJ",-74.05044,Third & Vine,False,$$,4.5,345,
2696,Bars,Vegetarian,Vegan,40.72123,"Jersey City, NJ",-74.04592,Pet Shop,False,$$,4.0,193,
2697,Bars,Sandwiches,Arcades,40.7208454812052,"Jersey City, NJ",-74.0450423558197,Barcade,False,$$,4.0,496,
2698,American (New),Cocktail Bars,,40.71588,"Jersey City, NJ",-74.03382,Rooftop at Exchange Place,False,$$,3.0,117,
2699,Sports Bars,Asian Fusion,,40.7175637,"Jersey City, NJ",-74.0334427,Piggyback Bar,False,$$,4.0,182,
2700,Dive Bars,,,40.71559,"Jersey City, NJ",-74.04256,Golden Cicada Tavern,False,$,4.0,86,
2701,Pubs,American (Traditional),,40.7495404,"Jersey City, NJ",-74.0430296,Corkscrew Bar,False,$$,4.0,127,
2702,Breweries,,,40.72081,"Jersey City, NJ",-74.03972,Departed Soles Brewing,False,$$,4.5,90,
2703,Gay Bars,,,40.7190548557359,"Jersey City, NJ",-74.0437984643788,Pint,False,$,4.0,142,
2704,Dive Bars,,,40.72124,"Jersey City, NJ",-74.04452,The Keyhole,False,$,4.5,7,
2705,American (New),Gastropubs,Cocktail Bars,40.746707841754,"Jersey City, NJ",-74.0555749833584,The Hutton,False,$$,4.5,162,
2706,Comfort Food,Lounges,Cocktail Bars,40.72392,"Jersey City, NJ",-74.04983,"FM Bar, Venue, and Restaurant",False,$$,3.5,79,
2707,Cocktail Bars,Burgers,Pubs,40.74864,"Jersey City, NJ",-74.04103,Fox and Crow,False,$$,4.0,176,
2708,Bars,,,40.73415,"Jersey City, NJ",-74.05892,Grape Vine Tavern,False,$,4.0,7,
2709,Distilleries,Cocktail Bars,,40.7180595397949,"Jersey City, NJ",-74.0745620727539,Corgi Spirits,False,$$,4.5,56,
2710,Beer Bar,Hot Dogs,Poutineries,40.72038,"Jersey City, NJ",-74.04648,Würstbar,False,$$,4.5,235,
2711,Cuban,Bars,Caribbean,40.72748,"Jersey City, NJ",-74.043858,Rumba Cubana,False,$$,4.5,113,
2712,Cocktail Bars,Pizza,,40.73977,"Jersey City, NJ",-74.04679,Low Fidelity,False,$$,4.5,63,
2713,Caribbean,Gastropubs,Cocktail Bars,40.71083,"Jersey City, NJ",-74.06228,Harry's Daughter,False,$$,4.5,146,
2714,American (Traditional),Bars,,40.7287270058542,"Jersey City, NJ",-74.0465716965112,Ed & Mary's,False,$$,4.5,51,
2715,Dive Bars,,,40.73551,"Jersey City, NJ",-74.05239,Bobby Dees,False,$,4.0,14,
2716,Bars,Seafood,Sandwiches,40.7115267158165,"Jersey City, NJ",-74.04279719803,Surf City,False,$$,2.5,524,
2717,Dive Bars,American (Traditional),,40.72477,"Jersey City, NJ",-74.06764,Astor Bar & Grill,False,$,4.0,24,
2718,Burgers,American (New),Cocktail Bars,40.72794,"Jersey City, NJ",-74.04991,White Star Bar,False,$$,4.0,393,
2719,Bars,,,40.72598,"Jersey City, NJ",-74.05222,Healy's Tavern,False,$,4.0,53,
2720,American (Traditional),Beer Gardens,German,40.715132087537,"Jersey City, NJ",-74.04667189924,Zeppelin Hall,False,$$,3.5,805,
2721,Lounges,,,40.72005,"Jersey City, NJ",-74.04258,The Underground at Grove Square,False,$$,3.5,5,
2722,Southern,Cocktail Bars,Music Venues,40.7202578,"Jersey City, NJ",-74.0443068,South House Bar & Restaurant,False,$$,3.5,551,
2723,Sports Bars,,,40.7258853,"Jersey City, NJ",-74.0770161,Halftime Bar & Grill,False,$$,4.0,19,
2724,American (New),Bars,,40.721593,"Jersey City, NJ",-74.031772,Taphaus,False,$$,3.0,490,
2725,Pubs,Sports Bars,,40.7215259224176,"Jersey City, NJ",-74.0408027172089,O'Hara's Downtown,False,$$,3.5,211,
2726,Sports Bars,Music Venues,Sandwiches,40.732779,"Jersey City, NJ",-74.062667,Pj Ryan's Squared,False,$$,3.5,61,
2727,Lounges,,,40.74886,"Jersey City, NJ",-74.05077,Laguna Shots Bar,False,$$,3.0,12,
2728,Beer Bar,Smokehouse,Modern European,40.72127,"Jersey City, NJ",-74.04082,Hudson Hall,False,$$,3.5,154,
2729,Pubs,,,40.7330770778661,"Jersey City, NJ",-74.065332,Journal Square Pub,False,$,2.5,14,
2730,American (New),Pubs,Breakfast & Brunch,40.7159932411669,"Jersey City, NJ",-74.0360192589584,Iron Monkey,False,$$,3.0,455,
2731,Burgers,Breakfast & Brunch,Bars,40.71617,"Jersey City, NJ",-74.03779,Buddy Who's,False,$$,4.0,168,
2732,Sports Bars,Pubs,Burgers,40.69752,"West Valley City, UT",-112.02364,Copper Creek Pub & Grub,False,$$,3.0,83,
2733,Chicken Wings,American (Traditional),Sports Bars,40.7068252563477,"West Valley City, UT",-112.024505615234,Buffalo Wild Wings,False,$$,2.0,184,
2734,Amusement Parks,Pool Halls,,40.69618,"West Valley City, UT",-112.00237,West Valley Billiards,False,$,3.5,7,
2735,American (Traditional),Tex-Mex,Bars,40.704091,"West Valley City, UT",-112.024421,Chili's,False,$$,2.0,60,
2736,Bars,,,40.70209,"West Valley City, UT",-111.85426,Tony's,False,$,3.0,4,
2737,Music Venues,,,40.657687,"West Valley City, UT",-112.035454,Usana Amphitheatre,False,$$,2.5,85,
2738,American (New),Pubs,,42.987934872508,"Manchester, NH",-71.4625775814056,Central Ale House,False,$$,4.0,108,
2739,Cocktail Bars,,,42.9896401656496,"Manchester, NH",-71.4628319579615,815,False,$$,4.5,50,
2740,Bars,American (New),,42.99145,"Manchester, NH",-71.46268,The Birch on Elm,False,$$,4.5,126,
2741,Irish Pub,,,42.99405,"Manchester, NH",-71.46153,The Wild Rover,False,$$,4.0,86,
2742,Sports Bars,Burgers,American (Traditional),42.9895051635128,"Manchester, NH",-71.4628791569752,Thirsty Moose Taphouse,False,$$,3.0,136,
2743,American (Traditional),Pubs,Mediterranean,42.9906099,"Manchester, NH",-71.46527,Strange Brew Tavern,False,$$,3.5,240,
2744,Irish,Bars,American (Traditional),42.9851703354534,"Manchester, NH",-71.4633635185127,Murphy's Taproom,False,$$,3.5,121,
2745,Gay Bars,American (Traditional),,42.99017,"Manchester, NH",-71.46208,Doogie's Bar & Grill,False,$$,4.5,26,
2746,American (Traditional),Sports Bars,,42.95824,"Manchester, NH",-71.43887,South Side Tavern,False,$$,4.5,14,
2747,American (Traditional),Chicken Wings,Cocktail Bars,42.987387,"Manchester, NH",-71.46946,The Foundry Restaurant,False,$$$,3.5,284,
2748,Cocktail Bars,American (Traditional),,42.9941012250103,"Manchester, NH",-71.466064453125,Cotton,False,$$,4.0,352,
2749,Bars,American (Traditional),,42.9916868983172,"Manchester, NH",-71.4633738622069,Bonfire Country Bar,False,$$,3.0,39,
2750,Dance Clubs,Pubs,Sports Bars,42.98643,"Manchester, NH",-71.46389,Drynk,False,$$,2.0,44,
2751,Pubs,Irish,Music Venues,42.991245,"Manchester, NH",-71.462996,The Shaskeen,False,$$,3.5,92,
2752,Pubs,,,42.99583,"Manchester, NH",-71.463047,Breezeway Pub,False,$$,3.5,7,
2753,Dive Bars,Burgers,Sandwiches,42.99375,"Manchester, NH",-71.4627,McGarvey's,False,$,3.0,29,
2754,American (Traditional),"Beer, Wine & Spirits",Bars,42.9949538,"Manchester, NH",-71.4631121,The Farm Bar & Grille,False,$$,3.5,233,
2755,Sports Bars,American (Traditional),Chicken Wings,42.9865676164627,"Manchester, NH",-71.4646402001381,Club Manchvegas,False,$$,3.5,14,
2756,Music Venues,,,42.98608,"Manchester, NH",-71.46558,Jewel Nightclub,False,$$,3.0,17,
2757,Tobacco Shops,Cigar Bars,,42.99189,"Manchester, NH",-71.46344,Castro's Back Room,False,$,4.5,20,
2758,Venues & Event Spaces,Lounges,Tapas/Small Plates,42.9900179,"Manchester, NH",-71.4628604,XO on Elm,False,$$$,3.5,120,
2759,Bars,Music Venues,,42.9935161058877,"Manchester, NH",-71.4628783240914,Penuche's Music Hall,False,$,3.0,14,
2760,Barbeque,American (Traditional),Cocktail Bars,42.969778881921,"Manchester, NH",-71.4797321300553,KC's Rib Shack,False,$$,4.0,404,
2761,Sports Bars,American (Traditional),Sandwiches,42.981805,"Manchester, NH",-71.434855,Billy's Sportsbar,False,$$,3.5,85,
2762,Bars,American (New),,42.9909828389931,"Manchester, NH",-71.4610145296164,Ignite Bar & Grille,False,$$,4.0,130,
2763,Bars,American (Traditional),Sandwiches,42.9830651,"Manchester, NH",-71.4659358,The Patio,False,$$,3.5,18,
2764,Breweries,,,42.99437,"Manchester, NH",-71.46749,Stark Brewing,False,$$,3.0,131,
2765,Gay Bars,,,42.9930977,"Manchester, NH",-71.4628846,Element Lounge,False,$$,3.5,21,
2766,British,Pubs,,42.9610194806075,"Manchester, NH",-71.4391661190869,British Beer Company,False,$$,3.5,185,
2767,American (Traditional),Pizza,Bars,42.977142,"Manchester, NH",-71.453269,Salona Bar & Grill,False,$$,4.0,7,
2768,Sports Bars,,,42.9585083719879,"Manchester, NH",-71.4370164961375,"Jokers Bar, Bistro, & Entertainment",False,$$,3.0,27,
2769,Bars,Restaurants,,42.97719,"Manchester, NH",-71.45276,My Friend's Bar & Grill,False,$,3.5,2,
2770,American (New),Desserts,Bars,42.9928749,"Manchester, NH",-71.462124,Firefly American Bistro & Bar,False,$$,3.5,256,
2771,Steakhouses,American (Traditional),Bars,42.99072,"Manchester, NH",-71.45987,Hanover Street Chophouse,False,$$$$,4.5,198,
2772,Performing Arts,Cinema,Music Venues,42.9910799,"Manchester, NH",-71.46101,Palace Theatre,False,$$,4.5,33,
2773,Pizza,Sports Bars,,43.01074,"Manchester, NH",-71.47933,Seasons Tickets Sports Pub,False,$,3.0,42,
2774,Italian,Wine Bars,Mediterranean,42.9919345,"Manchester, NH",-71.4630756,Campo Enoteca,False,$$,4.5,140,
2775,Sports Bars,,,42.9797088,"Manchester, NH",-71.4531249,City Sports Grille,False,$,2.0,4,
2776,American (Traditional),Sports Bars,Burgers,42.974762,"Manchester, NH",-71.476359,Applebee's Grill + Bar,False,$$,3.0,28,
2777,Chicken Wings,Sports Bars,American (Traditional),42.9568857975162,"Manchester, NH",-71.4316377016441,Buffalo Wild Wings,False,$$,2.5,75,
2778,Chinese,Buffets,Lounges,42.9641762556378,"Manchester, NH",-71.4437666399373,New Yee Dynasty,False,$$,2.5,58,
2779,Mexican,Bars,,42.9929084777832,"Manchester, NH",-71.4626922607422,Margaritas Mexican Restaurant,False,$$,3.0,116,
2780,Mediterranean,Bars,,34.10728,"Ontario, CA",-117.6105,The Diplomat Bar & Grill,False,$$,4.5,78,
2781,Pubs,,,34.0807895,"Ontario, CA",-117.6112688,Corner Pub,False,$,3.5,22,
2782,Dive Bars,,,34.1069277116091,"Ontario, CA",-117.586324252188,Mustang Sallys,False,$,3.5,50,
2783,Dive Bars,Lounges,Karaoke,34.1064810007811,"Ontario, CA",-117.598239630461,Hide-A-While Lounge,False,$,3.5,59,
2784,Dive Bars,Dance Clubs,,34.1050872802734,"Ontario, CA",-117.62825012207,Deane's Bar & Thrill,False,$,3.5,98,
2785,Pool Halls,Pool & Billiards,American (Traditional),34.1085862983434,"Ontario, CA",-117.610601589068,Stix Sports & Grill,False,$$,3.5,74,
2786,Sports Bars,Dance Clubs,,34.1064357428633,"Ontario, CA",-117.630544263585,Margarita Rocks,False,$$,3.0,146,
2787,Breweries,Beer Bar,,34.0980255250878,"Ontario, CA",-117.608192972839,No Clue Craft Brewery,False,$,4.0,94,
2788,American (New),Sports Bars,,34.121933132009,"Ontario, CA",-117.636955719562,Roundin 3rd,False,$$,4.5,121,
2789,Breweries,,,34.0950778193596,"Ontario, CA",-117.597707882524,Sour Cellars,False,$$,4.5,86,
2790,Bars,American (Traditional),,34.1339348767137,"Ontario, CA",-117.593284100897,HK's Bar & Grill,False,$$,4.0,201,
2791,Breweries,Bars,,34.08567,"Ontario, CA",-117.58745,Rowdy's Brew Co,False,$,4.5,105,
2792,Bars,Music Venues,Italian,34.1340008025141,"Ontario, CA",-117.616854831576,210 Tavern,False,$$,3.5,60,
2793,Breweries,,,34.0984,"Ontario, CA",-117.61206,Kings Brewing,False,$,4.5,206,
2794,Bars,American (Traditional),,34.1045157391117,"Ontario, CA",-117.622954018488,Mustang Sallys Bar & Grill,False,$$,3.5,106,
2795,Breweries,,,34.0880476219532,"Ontario, CA",-117.591965138057,Hamilton Family Brewery,False,$,4.5,293,
2796,American (New),Bars,,34.1318424,"Ontario, CA",-117.6407411,The Heights,False,$$,3.5,326,
2797,Breweries,,,34.092641,"Ontario, CA",-117.600269416929,Solorio Brewing Company,False,$,4.5,45,
2798,Pizza,Sports Bars,Breweries,34.1332448420972,"Ontario, CA",-117.635188,Oggi's,False,$$,3.0,329,
2799,Steakhouses,Bars,Seafood,34.096278,"Ontario, CA",-117.616941,Cask 'n Cleaver Steakhouse,False,$$,3.0,196,
2800,Steakhouses,Wine Bars,Venues & Event Spaces,34.1054878234863,"Ontario, CA",-117.623596191406,Sycamore Inn,False,$$$,3.5,688,
2801,DJs,Jazz & Blues,,34.2600055,"Ontario, CA",-116.8550118,Lost N Thought Entertainment,False,$,5.0,1,
2802,American (Traditional),Bars,Tex-Mex,34.1334954420595,"Ontario, CA",-117.63230971992,Chili's,False,$$,2.5,265,
2803,Wine Bars,,,34.10728,"Ontario, CA",-117.6105,Waters Edge Winery,False,$$,4.0,197,
2804,Tacos,Bars,New Mexican Cuisine,34.1330734,"Ontario, CA",-117.6373658,Tacocino Gourmet Tacos,False,$$,4.0,352,
2805,Dive Bars,Music Venues,,29.493741067403,"San Antonio, TX",-98.4998858347535,The Bang Bang Bar,False,$,4.5,101,
2806,Jazz & Blues,Music Venues,,29.50184,"San Antonio, TX",-98.49869,Luna,False,$$,4.5,80,
2807,Pubs,Sports Bars,Irish Pub,29.523657,"San Antonio, TX",-98.5040994,Mc Finnigan's Pub,False,$,4.0,44,
2808,Bars,Dance Clubs,,29.49523,"San Antonio, TX",-98.49869,Jack Rabbit,False,$,4.0,7,
2809,Sports Bars,Arcades,,29.51638,"San Antonio, TX",-98.49533,Slackers Sports Bar Northstar,False,$,3.5,53,
2810,Breweries,Tours,Bars,29.5295495,"San Antonio, TX",-98.3969518,Ranger Creek Brewing & Distilling,False,$,4.5,236,
2811,Lounges,Karaoke,Music Venues,29.5159118597462,"San Antonio, TX",-98.4929126717869,The Martini Club,False,$$,4.0,49,
2812,Bars,,,29.5065738568527,"San Antonio, TX",-98.5255545767212,The Texan Icehouse,False,$,4.0,16,
2813,Dance Clubs,Gay Bars,Cocktail Bars,29.4666862487793,"San Antonio, TX",-98.5025863647461,Babios Night Club,False,$$,4.5,19,
2814,Lounges,,,29.5200751,"San Antonio, TX",-98.505907,Backstage Lounge,False,$$,4.0,29,
2815,"Beer, Wine & Spirits",Dive Bars,Drive-Thru Bars,29.51455,"San Antonio, TX",-98.52568,Beer n All,False,$,4.5,31,
2816,Bars,,,29.484394,"San Antonio, TX",-98.507507,Texas Ice Service,False,$,4.0,6,
2817,Bars,,,29.519608,"San Antonio, TX",-98.502792,Miami Bar,False,$$,2.5,14,
2818,Cocktail Bars,American (Traditional),Breakfast & Brunch,29.5208672497907,"San Antonio, TX",-98.4899628161601,Bravo Bar & Grill,False,$$,3.5,3,
2819,Karaoke,,,29.5130546,"San Antonio, TX",-98.5353939,Dads Karaoke,False,$,3.5,78,
2820,Sports Bars,,,29.5105343,"San Antonio, TX",-98.5347672,Shenanigans Cocktails,False,$$,3.0,4,
2821,Lounges,,,29.4794122713618,"San Antonio, TX",-98.4923729402603,Thirsty Camel Bar & Lounge,False,$,4.0,25,
2822,Dive Bars,,,29.511497,"San Antonio, TX",-98.525527,Martini Ranch,False,$,3.5,8,
2823,American (New),Sports Bars,American (Traditional),29.5198,"San Antonio, TX",-98.50378,Twin Peaks,False,$$,3.0,187,
2824,Beer Bar,,,29.47871,"San Antonio, TX",-98.52576,Happy Hut,False,$,3.0,2,
2825,Comedy Clubs,Lounges,,29.5184637014846,"San Antonio, TX",-98.5024913232298,Laugh Out Loud Comedy Club,False,$$,3.5,94,
2826,Pool Halls,,,29.4816604,"San Antonio, TX",-98.5079749,Stacy's Sports Bar,False,$$,2.0,6,
2827,Sports Bars,Burgers,American (Traditional),29.521054,"San Antonio, TX",-98.484795,Applebee's Grill + Bar,False,$$,3.0,73,
2828,Steakhouses,Bars,,29.5196315733414,"San Antonio, TX",-98.4896058171967,Saltgrass Steak House,False,$$,3.5,58,
2829,Hookah Bars,Mediterranean,Pizza,29.5031301,"San Antonio, TX",-98.4991051,Huqqa Lounge Mediterranean Cuisine & Pizzeria,False,$,4.0,17,
2830,Mexican,Bars,,29.47691,"San Antonio, TX",-98.53934,Tink-A-Tako - Fredericksburg Rd.,False,$,2.5,46,
2831,Sports Bars,Pool Halls,,29.5088729858398,"San Antonio, TX",-98.5003890991211,Tiffany Billiards,False,$,1.0,1,
2832,Pizza,Italian,Bars,29.5190219207897,"San Antonio, TX",-98.496370277771,Luciano,False,$$,3.5,9,
2833,Pizza,Italian,Wine Bars,29.5193312819173,"San Antonio, TX",-98.5075014576721,Dough Pizzeria Napoletana,False,$$,4.0,1419,
2834,Mexican,Bars,,29.46816,"San Antonio, TX",-98.52573,Jacala Mexican Restaurant,False,$$,3.5,220,
2835,American (New),Burgers,Wine Bars,29.4717932230457,"San Antonio, TX",-98.4920005424999,Tribeca 212,False,$$,4.0,209,
2836,Karaoke,Music Venues,DJs,30.52913,"San Antonio, TX",-97.683,Pintos Party,False,$,3.5,2,
2837,Burgers,American (Traditional),Beer Bar,35.188002,"Amarillo, TX",-101.794969,Coyote Bluff Cafe,False,$,4.5,349,
2838,Breweries,Pubs,,45.6425803491472,"Vancouver, WA",-122.646300159395,Victor 23 Craft Brewery,False,$,4.5,73,
2839,American (Traditional),Karaoke,Pool Halls,45.62633,"Vancouver, WA",-122.6049,Back Alley Bar & Grill,False,$,4.0,24,
2840,Breweries,,,45.638295,"Vancouver, WA",-122.60109,Fortside Brewing Company,False,$,4.5,43,
2841,American (Traditional),Pubs,Sports Bars,45.644888482196,"Vancouver, WA",-122.59852209787,The Spot Bar & Grill,False,$,3.5,46,
2842,Pizza,Brewpubs,Sandwiches,45.62794,"Vancouver, WA",-122.61755,Heavy Metal Brewing,False,$$,4.0,95,
2843,American (New),Sports Bars,,45.6244095,"Vancouver, WA",-122.5903888,Ben's Bottle Shop,False,$$,4.5,130,
2844,American (New),Seafood,Cocktail Bars,45.6534052,"Vancouver, WA",-122.592666,Hudson's Bar And Grill,False,$$,3.5,306,
2845,Lounges,American (Traditional),Karaoke,45.6433280875825,"Vancouver, WA",-122.62321472168,Silverstar Saloon,False,$$,3.5,24,
2846,Dive Bars,,,45.6448554992676,"Vancouver, WA",-122.643547058105,Rosemere Tavern,False,$,3.0,10,
2847,American (Traditional),Desserts,Cocktail Bars,45.6189564,"Vancouver, WA",-122.6444601,Lapellah Restaurant & Bar,False,$$,3.5,442,
2848,American (Traditional),Pubs,Breakfast & Brunch,45.624621,"Vancouver, WA",-122.613593,DuckTales Kitchen,False,$$,4.0,132,
2849,Pizza,Bars,American (Traditional),45.6191484136591,"Vancouver, WA",-122.645659778853,The Rock Wood Fired Pizza,False,$$,3.5,422,
2850,Thai,Wine Bars,Cocktail Bars,45.619157,"Vancouver, WA",-122.64459,Ginger Pop,False,$$,3.5,252,
2851,Beer Bar,Venues & Event Spaces,,28.01097,"Tampa, FL",-82.47303,c.1949,False,$$,4.5,98,
2852,Bars,,,27.9945930631727,"Tampa, FL",-82.4597899010564,Red Star Rock Bar,False,$,4.0,109,
2853,Dive Bars,Pool & Billiards,,27.99628,"Tampa, FL",-82.47745,The Hole in the Wall,False,$,4.5,3,
2854,Wine Bars,Arcades,Beer Bar,28.02559,"Tampa, FL",-82.47139,Lowry Parcade & Tavern,False,$,4.5,69,
2855,Wine Bars,Beer Bar,,28.0082286489028,"Tampa, FL",-82.4592818157071,The Wine Bar Seminole Heights,False,$$,5.0,16,
2856,Coffee & Tea,Beer Bar,American (Traditional),27.992,"Tampa, FL",-82.45966,The Independent,False,$,4.0,304,
2857,Breweries,,,28.00514,"Tampa, FL",-82.45921,Angry Chair Brewing,False,$,4.0,178,
2858,American (New),Bars,,28.0020654896837,"Tampa, FL",-82.4591762199998,The C House,False,$$,4.0,158,
2859,Breweries,,,27.98633,"Tampa, FL",-82.45159,Southern Brewing & Winemaking,False,$,4.5,121,
2860,Tours,Breweries,Bar Crawl,27.98255803008,"Tampa, FL",-82.458875726854,Brew Bus Brewing,False,$,4.5,110,
2861,Colombian,Empanadas,Bars,28.00461,"Tampa, FL",-82.48471,La Pequeña Colombia Restaurant,False,$$,4.0,224,
2862,Cigar Bars,Wineries,,28.0011961,"Tampa, FL",-82.4849536,Blue Torch Cigars & Winery,False,$$,5.0,16,
2863,"Beer, Wine & Spirits",Dive Bars,,28.011819,"Tampa, FL",-82.484393,Vip Liquors,False,$,3.5,3,
2864,Bars,Venues & Event Spaces,,28.0119915008545,"Tampa, FL",-82.4600601196289,The American Legion Post 111,False,$,3.5,10,
